Url;Establecimiento;Tipo;Categoria;EdificioSituacion;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;UnidadesAlojativas;Plazas;Telefonos;Telefax;Email
;CASA TAMAIDE;CASA RURAL;CATEGORIA �NICA;;FUNDADORES CASMI, 1;0;38620;0;0;0;SAN MIGUEL;3;6;922700108;;
;CASA RUTTER;PENSI�N;2 ESTRELLAS;;CASA 75 (PUERTITO DEL SAUZAL) ;0;38008;28.47987;-16.43508;0;EL SAUZAL;7;14;922575215;922575398;info@balcondelmar.com
www.casasanmiguel.de;CASA SAN MIGUEL;APARTAMENTO;1 LLAVE;Monta�a;GARA�A�A, LA, 39 - ZONA 2 ;0;38000;0;0;0;SAN MIGUEL;6;21;922167247;922167247;info@casasanmiguel.de
;CASA SAN MIGUEL;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);CAMINO EL BOQUERON, 7;0;38270;33.69390106201172;-117.4035415649414;0;LA LAGUNA;2;5;670841024;;mascaniolo@gmail.com
www.casas.iter.es;CASAS BIOCLIMATICAS ITER;CASA EMBLEMATICA;CATEGOR�A �NICA;Pol�gono Industrial;PARQUE EOLICO - POLIG. INDUSTRIAL DE GRANADILLA, S/N;0;38600;0;0;0;GRANADILLA DE ABONA;74;119;;;casas.bioclimaticas@iter.es
www.crcasavieja.com;CASA VIEJA;CASA RURAL;CATEGORIA �NICA;;SANTA ROSA DE LIMA, 64 ;0;38330;0;0;0;LA LAGUNA;3;5;922257803;;
www.casaruralvidal.net;CASA VIDAL;CASA RURAL;CATEGORIA �NICA;Barrio;C/ SAN FELIPE, 5 ;0;38680;28.21905971;-16.76089295;0;GUIA DE ISORA;3;6;670827242;922852159;
www.apartamentoscasablanca.com;CASABLANCA;APARTAMENTO;3 LLAVES;Playa;C/. CALZADA MARTIANEZ (URB. EL TOPE) ;4;38400;28.414332;-16.543064;0;PUERTO DE LA CRUZ;122;410;922371814;922374209;reservas@aptoscasablanca.com
www.apartamentoscasablanca.com;CASABLANCA;APARTAMENTO;3 LLAVES;Playa;C/. CALZADA DE MARTIANEZ (URB. EL TOPE);4;38400;28.413765;-16.541785;0;PUERTO DE LA CRUZ;165;520;922371814;922374209;reservas@apartamentoscasablanca.com
;CASITA DEL BARRANCO, LA;CASA RURAL;CATEGORIA �NICA;Monta�a;EL RINC�N, 84;0;38300;0;0;0;LA OROTAVA;0;0;649871388 /922296341;;
;CASERIO DEL CAMINO REAL;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);ANTIGUO CAMINO REAL, S/N;0;38570;38.834251403808594;-88.77101135253906;0;FASNIA;9;24;;;
;CASILLA, LA;CASA RURAL;CATEGORIA �NICA;Carretera;CTRA. GRAL. PUNTA DEL HIDALGO, 119;0;38280;0;0;0;TEGUESTE;1;3;922153151/686645931;;
;CASAS GORDEJUELA;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);CAMINO DE LA RAMBLA DE CASTRO, S/N - LA GORDEJUELA . PLAYA FAJANA;0;38410;0;0;0;LOS REALEJOS;3;6;922386361/362068;;
;CASONA DE ACEVEDO, LA;CASA RURAL;CATEGORIA �NICA;;CAMINO MARENGO, S/N (FINCA ACEVEDO);0;38000;0;0;0;ICOD DE LOS VINOS;5;10;922300605;;
www.castaliapark.com;CASTALIA PARK;APARTAMENTO;3 LLAVES;;AVDA. BRUSELAS;5;38670;28.093637;-16.737491;0;ADEJE;107;357;922713366;922712096;recepcion@castaliapark.com
;CASTLE HARBOUR;APARTAMENTO;3 LLAVES;Urbanizaci�n;AVDA. SAN FRANCISCO, S/N. (URB. OASIS DEL SUR);0;38650;0;0;0;ARONA;183;424;922796408;922795608;
www.lacasitatenerife.com;CASITA, LA;CASA RURAL;CATEGORIA �NICA;;C/ JOSE ANTONIO, 13;0;38550;28.33909929;-16.41837001;0;ARAFO;2;4;659448806/922277434;922249661;lupecastro@aol.com
www.hoteles-catalonia.es;CATALONIA ORO NEGRO;HOTEL;3 ESTRELLAS;Playa;C/. ARQUITECTO GOMEZ CUESTA;14;38660;28.064685;-16.727484;0;ARONA;269;538;922790612;922 794324;oronegro@hoteles-catalonia.es
www.pensiontenerife.com;CASSANDRA;PENSI�N;1 ESTRELLA;;SAN MIGUEL, ESQ. C/ SAN JOS�, S/N. ;0;38660;0;0;0;ARONA;22;44;922722258;922741401;info@pensiontenerife.com
www.hoteles-catalonia.es;CATALONIA LAS VEGAS;HOTEL;4 ESTRELLAS;;AVDA. COLON;2;38400;28.419069;-16.542904;0;PUERTO DE LA CRUZ;261;495;922383900;922386805;lasvegas@hoteles-catalonia.es
;CERVANTES;PENSI�N;1 ESTRELLA;;RODRIGUEZ OLIVA, 5 ;0;38200;28.46915515;-16.28905299;0;LA LAGUNA;13;26;922645306;;
www.hoteles-catalonia.es;CATALONIA PUNTA DEL REY;HOTEL;4 ESTRELLAS;;AVDA. MARITIMA;165;38520;30.160860061645508;-104.68328857421875;0;CANDELARIA;424;806;922501899;922500091;punta@hoteles-catalonia.es
;CEJAS;PENSI�N;1 ESTRELLA;Ciudad;C/. SAN FRANCISCO;47;38002;28.440051;-16.297272;0;SANTA CRUZ DE TENERIFE;7;11;922281872;;
www.geo.ya.com/atchinyero;CHINYERO;APARTAMENTO;2 LLAVES;;CTRA. EL BOTANICO;35;38400;28.413447;-16.545489;0;PUERTO DE LA CRUZ;28;59;922385811;922371127;atpezazul@hotmail.com
www.casachopinito.com;CHO PINITO CRUZ;VIVIENDA TURISTICA;SIN DATO;Barrio;CMNO. DEL CENTRO, 1;0;38291;18.026599884033203;-66.85679626464844;0;EL ROSARIO;4;7;922548436/922257004;;
www.hotel-chimisay.com;CHIMISAY;HOTEL;3 ESTRELLAS;;AGUSTIN DE BETHENCOURT, 14 ;0;38400;28.416635250000002;-16.5492893;0;PUERTO DE LA CRUZ;62;117;922383552;922382840;reservas@hotel-chimisay.com
www.plympusworld.com;CIUDAD JARDIN-OLYMPUS;APARTAMENTO;1 LLAVE;Playa;CIUDAD JARDIN (URB. SAN EUGENIO);234;38670;28.116699;-15.4333;0;ADEJE;141;451;922795584/752909;922796915;cc@lympusworld.com
www.wimpen.com;CLAVELES, LOS;APARTAMENTO;2 LLAVES;Playa;ASOMADA DE LOS CERES, S/N.;0;38650;0;0;0;ARONA;105;370;922794864;922/795251;claveles@wimpen.com
;CLEOPATRA PALACE HOTEL;HOTEL;4 ESTRELLAS;Playa;PLAYA DE LAS AMERICAS ;0;38000;28.063079833984375;-16.731340408325195;0;ARONA;431;866;922 75 75 00;;
www.lasombrera.com;CHA-CARMEN;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);LA VERA, 10;0;38579;28.193882;-16.423958;0;FASNIA;1;3;922500709/660331466;922500709;lasombrera@gmail.com
www.hovima-hotels.com;CLUB ATLANTIS;HOTEL;4 ESTRELLAS;;AVDA. COLON, 3 (URB. SAN EUGENIO);0;38670;39.977298736572266;-75.33350372314453;0;ADEJE;255;533;922715408;922715974;clubatlantis@hovima-hotels.com
;CLUB AMBASSADOR-PARQUE FARRAIS;APARTAMENTO;3 LLAVES;Centro Comercial;GRANADOS, 18 URB. EL DURZNO;0;38400;28.407521069999998;-16.538819549999996;0;PUERTO DE LA CRUZ;20;60;922382606/381566;922375035;info@apto-ambassador.com
www.coral-hotels.com;CLUB BONANZA;HOTEL;3 ESTRELLAS;;VENEZUELA, 10;0;38670;39.977298736572266;-75.33350372314453;0;ADEJE;108;241;922753125;922788316;info@coral.hotels.com
;CLUB AMBASSADOR-PARQUE FARRAIS;APARTAMENTO;3 LLAVES;Centro Comercial;GRANADOS, 18 URB. EL DURAZNO;0;38400;28.407521069999998;-16.538819549999996;0;PUERTO DE LA CRUZ;24;83;922381703;922375035;info@apto-ambassador.com
;CLUB LA COSTA AT MONTERREY ROYALE;HOTEL;1 ESTRELLA;;PARCELA,41 (URB. SAN EUGENIO ALTO) ;0;38670;0;0;0;ADEJE;25;81;922794331;922795987;tchinea@clublacosta.com
www.hotelesdunas.com;CLUB HOTEL RIU BUENAVISTA;HOTEL;4 ESTRELLAS;;C/. HORNO, S/N. (URB. PLAYA PARAISO);0;38660;28.124421;-16.777994;0;ADEJE;509;1100;922/756100;922 723468;direccion@hotelesdunas.com
;CLUB MED TENERIFE;HOTEL;1 ESTRELLA;;C/. EL JABLE, S/N. ;0;38670;0;0;0;ADEJE;80;160;922740575;922741064;
www.clublacosta.com;CLUB LA COSTA AT PARADISE;APARTAMENTO;2 LLAVES;Playa;GALICIA, 6 URB. TORVISCAS ALTO;0;38000;28.09098219820776;-16.717554190671905;0;ADEJE;181;631;922794331;922/795987;arodriguez@clublacosta.com
www.rmiconsortium.com;CLUB LA MAR;APARTAMENTO;1 LLAVE;Playa;AVDA. MARITIMA, 25 ( URB. COSTA SALVAJE) ;0;38400;28.24430774;-16.8399784;0;SANTIAGO DEL TEIDE;38;187;922862257;922862539;cimreception@miconsortium.com
www.hoteltropicalplaya.com;CLUB TROPICAL PLAYA;HOTEL;3 ESTRELLAS;Playa;BOLIVIA, S/N. ;0;38660;28.06708;-16.727775;0;ADEJE;189;392;922752121;922751000;recepcion@tropicalplaya.com
www.colonguanahani.com;COLON GUANAHANI;HOTEL;4 ESTRELLAS;;C/. BRUSELAS (URB. PLAYA FA�ABE) ;0;38670;28.094089;-16.741425;0;ADEJE;154;308;922712046;922712121;guanahani@nivaria.es
www.apartamentoscolon2.com;COLON II;APARTAMENTO;3 LLAVES;Playa;RAFAEL PUIG , 13 , AVDA. ;0;38000;0;0;0;ARONA;89;235;922793716/790728;922790197;claudio@mammarosa.com
www.clublacosta.com;CLUB LA COSTA AT MONTERREY ;HOTEL;1 ESTRELLA;;C/. FINLANDIA, 8-10 (SAN EUGENIO ALTO);0;38660;28.07472;-16.728259;0;ADEJE;63;179;922/794331;922/795987;monterey@clublacosta.com
www.kanali.es;COLUMBUS;HOTEL;3 ESTRELLAS;;AVDA. SANTIAGO PUIG, 6;0;38640;0;0;0;ARONA;472;604;922793250;922794524;reservas@kanali.es
www.colonialparque.es;COLONIAL PARQUE LOS GIGANTES;APARTAMENTO;1 LLAVE;Urbanizaci�n;JOSE GONZALEZ FORTES, 73,  AVD.;0;38683;0;0;0;SANTIAGO DEL TEIDE;36;113;922867114;922861425;colonialparque@karuna-inversiones.com
;COLONIAL BEACH CLUB;APARTAMENTO;2 LLAVES;;VILLAS DE LA PLAYA, 19 ;0;38660;40.27027893066406;-79.66221618652344;0;ARONA;11;22;922/717226;922717226;usatfs@hotmail.com
www.hotel-colonrambla.com;COLON RAMBLA;HOTEL;3 ESTRELLAS;Ciudad;C/. VIERA Y CLAVIJO, 49 ;0;38004;28.471514580000004;-16.25705793;0;SANTA CRUZ DE TENERIFE;40;90;922272550;922272716;colonrambla@telefonica.net
;COMODORO-BAILEY;APARTAMENTO;1 LLAVE;;JUAN CARLOS I, 30, AVDA.;0;38000;0;0;0;ARONA;12;32;922790700;922791556;
www.coral-hotels.com;COMPOSTELA BEACH GOLF II;APARTAMENTO;3 LLAVES;Urbanizaci�n;C/. ARENALES (GOLF DE LAS AMERICAS) ;16;38660;0;0;0;ARONA;156;326;922753125;922788316;info@coral-hotels.com
;COMODORO-VICTOR;APARTAMENTO;1 LLAVE;;JUAN CARLOS I, 30, AVDA. ;0;38000;0;0;0;ARONA;3;7;922/792132;922790672;infor@callaomar.com
www.cha.com;COMPOSTELA BEACH;APARTAMENTO;3 LLAVES;;AVDA. LAS AM�RICAS;8;38660;40.27027893066406;-79.66221618652344;0;ARONA;241;834;922793203/922793007;922796057;barreiro@coral-hotels.com
;CONCORDIA PLAYA;HOTEL;4 ESTRELLAS;;GENERALISIMO, 32,  AVDA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;236;452;922385500;922371382;concordia@hotelconcordia.e.teelefonica.net
;COMODORO-RAVEL;APARTAMENTO;1 LLAVE;;JUAN CARLOS I, 30 ;0;38000;0;0;0;ARONA;33;77;922790700;;
www.h10.es;CONQUISTADOR;HOTEL;4 ESTRELLAS;;AVDA. RAFAEL PUIG LLUVINA, 36;0;38660;28.0678;-16.732302;0;ARONA;485;922;922753000;922792568;h10.conquistador@h10.es
;CORREA DEL ROSAL, LA;CASA RURAL;CATEGORIA �NICA;;PARAJE ALTAVISTA ;0;38640;0;0;0;ARONA;4;8;922249432;;
www.hotelcontemporaneo.com;CONTEMPORANEO;HOTEL;3 ESTRELLAS;Ciudad;RAMBLA DE SANTA CRUZ, 116;0;38001;28.474133759999997;-16.25280797;0;SANTA CRUZ DE TENERIFE;126;218;922271571;922271223;direcci�n@hotelcontemporaneo.com
www.coral-hotels.com;CORAL BEACH;HOTEL;3 ESTRELLAS;;C/. NOELIA AFONSO, 10 ;0;38640;40.27027893066406;-79.66221618652344;0;ARONA;191;415;922752040;922796870;reservas@coral-hotels.com
www.hrlacorrea.com;CORREA, LA;CASA RURAL;CATEGORIA �NICA;Monta�a;CMNO. REAL CRUZ DE SAN ANTONIO, N� 58. ALTAVISTA;0;38649;45.794654846191406;8.526862144470215;0;ARONA;6;12;922726069;922726069;info@hrlacorrea.com
www.hotelmarquesa.com;CONDESA;HOTEL;3 ESTRELLAS;;QUINTANA, 11 ;0;38400;28.41708317;-16.5489091;0;PUERTO DE LA CRUZ;46;88;922381050/922383151;922386950;reservas@hotelmarquesa.com
;COSTA ADEJE GARDENS;APARTAMENTO;1 LLAVE;Playa;URB. SAN EUGENIO ALTO, PARCELA 54 ;0;38000;28.079609;-16.732744;0;ADEJE;49;175;922797341;922750740;
www.h10.es;COSTA ADEJE PALACE;HOTEL;4 ESTRELLAS;Playa;PLAYA DE LA ENRAMADA (LA CALETA);0;38670;28.097362;-16.750634;0;ADEJE;467;646;922714171;922719481;www.h10.costaadeje.palace@h10.es
www.costaadejegranhotel.com;COSTA ADEJE GRAN HOTEL;HOTEL;5 ESTRELLAS;;Avda. Bruselas n�m. 16, Costa Adeje;0;38660;0;0;0;ADEJE;458;802;922719421;922715656;comercial@gthoteles.com
www.westhavenbay.com;COSTA SILENCIO-WESTHAVEN BAY;APARTAMENTO;1 LLAVE;;C/. DE LA TE;15;38000;28.006972;-16.643035;0;ARONA;25;91;922730656/731284;922785189;nele@westhavenbay.com
;CUATRO ESQUINAS ;HOTEL EMBLEMATICO;CATEGOR�A �NICA;Suelo Urbano;C/ LA IGLESIA, 11;0;38620;0;0;0;SAN MIGUEL;7;14;922701187;;
www.iberostar.com;DALIAS, LAS;HOTEL;4 ESTRELLAS;;C/GRAN BRETA�A, 1, URB. SAN EUGENIO;0;38660;0;0;0;ADEJE;404;728;922792712;922797675;las.dalias@iberostar.com
;DAVID;VIVIENDA TURISTICA;SIN DATO;Playa;CHALET 121 DE SUE�O AZUL ;0;38600;0;0;0;ADEJE;2;4;;;
www.webtenerife.com;COSTAMAR-VALIENTE;APARTAMENTO;1 LLAVE;Playa;JUAN CARLOS I, 40;0;38000;0;0;0;ARONA;31;100;922/792132-696981017;922790677;info@callaomar.ocom
www.alojamientoruralladica.com;DICA, LA;CASA RURAL;CATEGORIA �NICA;;C/ VISTA DEL BALO, 37;0;38592;0;0;0;ARICO;0;0;606468048;;
www.ladeseada.com;DESEADA, LA;CASA RURAL;CATEGORIA �NICA;;C/ MIRANDA, 41 ;0;38350;28.50198;-16.380553;0;TACORONTE;2;4;922570399;922570399;jufere@telefonica.net
;DIAMANTE;APARTAMENTO;1 LLAVE;Playa;C/. TABAIBA, 5-7 ;0;38000;28.245330059999997;-16.838613539999997;0;SANTIAGO DEL TEIDE;30;68;922862223;922862223;
;D�A. REMEDIOS;CASA RURAL;CATEGORIA �NICA;Monta�a;AVDA. BAYON, 62;0;38500;0;0;0;G�IMAR;0;0;629576314;922298072;
;DOLORES;CASA RURAL;CATEGORIA �NICA;;C/ DOLORES, 20 ;0;38613;28.158712689999998;-16.63620897;0;VILAFLOR;4;8;922631791;922631791;
;DON CANDIDO;HOTEL;1 ESTRELLA;Urbanizaci�n;C/. PORTUGAL (URB. SAN FERNANDO) ;10;NULL;28.410263;-16.545575;0;PUERTO DE LA CRUZ;19;31;922380596;922380596;
;DON JOSE;APARTAMENTO;1 LLAVE;Playa;MARIA AMALIA FRIAS, 2;0;38660;40.27027893066406;-79.66221618652344;0;ARONA;28;103;;;
www.hoteldiamentesuites.com;DIAMANTE SUITES;HOTEL;4 ESTRELLAS;;c/ Manuel Yanes Barreto n�m. 13,  Playa Jardin;0;38400;28.411479949951172;-16.56015968322754;0;PUERTO DE LA CRUZ;174;348;922370087;922 373234;administracion@gemahoteles.com
www.donleandro.net;DON LEANDRO;CASA RURAL;CATEGORIA �NICA;Monta�a;CTRA. LA ESPERANZA, KM.16  ;0;38370;-32.9178505;-60.7129593;0;EL ROSARIO;7;16;922690307;922243441;
www.donmanolito.com;DON MANOLITO;HOTEL;3 ESTRELLAS;;DR. MADAN, 6 (LOS GUIRRES) ;0;38400;0;0;0;PUERTO DE LA CRUZ;79;151;922385040;922370877;direcci�n@donmanolito.com
www.casaherminda.com;DO�A HERMINDA;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);C/ LA RESBALA, 1, JUNTO A LA BALSA SAN ANTONIO (POLIGONO 11, PARCELA 9006);0;38370;0;0;0;LA MATANZA DE ACENTEJO;1;2;922206976/609468619;;info@casaherminda.com
;DOS HERMANOS;PENSI�N;1 ESTRELLA;;FUNDADOR GONZALEZ GONZALEZ, 7 AVDA. ;0;38600;28.114051;-16.577558;0;GRANADILLA DE ABONA;20;31;922770735;922771242;
;DRAGO-PEERAER;APARTAMENTO;1 LLAVE;Playa;TEN-BEL URB. ;0;38000;37.78703891;14.60541048;0;ARONA;5;10;;;
www.dosbarrancos.net;DOS BARRANCOS;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);BCO. BUFADERO, VALLE GRANDE, 13 ;0;38180;28.4915847;-16.22455393;0;SANTA CRUZ DE TENERIFE;4;8;620763429;922253710;dosbarrancos@terra.es
www.losdragosdelsur.com;DRAGOS DEL SUR;HOTEL;3 ESTRELLAS;;MARITIMA AVDA. ESQ. CALETA DEL JURADO ;0;38436;0;0;0;SANTIAGO DEL TEIDE;78;234;922862550;922860413;hotel-dragos-sur@terra.es
www.el-duque.com;DUQUE, EL;HOTEL;3 ESTRELLAS;;AVDA. BRUSELAS, N� 14;0;38660;0;0;0;ADEJE;210;486;922718500;922719031;reservas@el-duque.com
;DRAGO-LAURENT;APARTAMENTO;1 LLAVE;Playa;TEN-BEL URB. ;0;38000;40.27027893066406;-79.66221618652344;0;ARONA;2;8;;;
www.fincalasdulces.com;DULCES, LAS;CASA RURAL;CATEGORIA �NICA;;CTRA. LOS PAJARES, S/N.;0;38680;0;0;0;GUIA DE ISORA;4;8;922850261;;
;DURAZNO;APARTAMENTO;2 LLAVES;Playa;PRINCIPES DE ESPA�A, 1 AVDA. ;0;38612;0;0;0;GRANADILLA DE ABONA;37;131;922176958;922176299;
;ERJOS;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);C/ ANTONIO DORTA CURBELO, 3;0;38435;0;0;0;TANQUE;1;3;680366547;;sildydorta@hotmail.com
www.losdragosdelsur.com;DRAGOS, LOS;APARTAMENTO;3 LLAVES;Centro Comercial;AVDA 8 DE MARZO, 4 (URB. PARQUE LAS FLORES)  - CAMINO SAN ANTONIO;0;38000;28.405903;-16.551509;0;PUERTO DE LA CRUZ;24;93;922386700/922387111;922370019;
;EL CHAPARRAL - AVANTI;APARTAMENTO;1 LLAVE;;AVDA. ALFONSO TAVIO, S/N -  COSTA DEL SILENCIO ;0;38000;28.011629;-16.645886;0;ARONA;4;9;922731710;;
www.hecansa.com;ESCUELA SANTA CRUZ;HOTEL;4 ESTRELLAS;Ciudad;SAN SEBASTIAN, 152 ;0;38006;28.075744;-17.294851;0;SANTA CRUZ DE TENERIFE;65;132;822010500;822010501;ehsc.hecansa.com
www.casaruralestancoviejo.com;ESTANCO VIEJO, EL;CASA RURAL;CATEGORIA �NICA;;C/ ESTANCO VIEJO, S/N;0;38677;28.151421;-16.730821;0;ADEJE;4;9;922780939;;
;ESTEFANIA;HOTEL;4 ESTRELLAS;Urbanizaci�n;C/. ARMICHE (URB. AGUILAS DEL TEIDE);5;38008;0;0;0;ARONA;32;64;922751322;922751593;
;EUREKA;APARTAMENTO;2 LLAVES;Playa;TEN-BEL URB. ;0;38640;37.78703891;14.60541048;0;ARONA;99;230;922731439;922731259;
;ESTRELLA, LA;PENSI�N;1 ESTRELLA;;Ctra.Gral Km. 1.- Urb. La Estrella;0;38640;0;0;0;ARONA;10;12;922731562;;
www.europe-hotels.org;EUROPE PARK CLUB;HOTEL;3 ESTRELLAS;Playa;AVDA. RAFAEL PUIG;23;38660;40.27027893066406;-79.66221618652344;0;ARONA;241;474;922757060;922793352;pce@europe-hotels.org
www.europe-hotels.org;EUROPE VILLA CORTES;HOTEL;5 ESTRELLAS LUJO;Playa;AVDA. RAFAEL PUIG;23;38640;0;0;0;ARONA;151;277;922757700;922757701;direccion@villacortes.com
;FARO, EL;CASA RURAL;CATEGORIA �NICA;;CAMINO REAL, 1 ;0;38420;0;0;0;SAN JUAN DE LA RAMBLA;1;3;922414059;922417321;
www.fanabecostasur.com;FA�ABE COSTA SUR;HOTEL;4 ESTRELLAS;Playa;AVDA. BRUSELAS (FA�ABE);13;38660;28.093637;-16.737491;0;ADEJE;413;826;922712900;922712769;direcci�n@fanabecostasur.com
;FINCA CABRERA;CASA RURAL;CATEGORIA �NICA;;LOMO CENTENO ;0;38592;0;0;0;ARICO;2;4;922767397;922712980;
www.lafincaelpaso.com;FINCA EL PASO;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (No Calificaci�n);CMNO. CHASNA, 8 ;0;38300;39.52854919433594;-121.17623138427734;0;LA OROTAVA;4;10;922324647;;
www.ruralalba.com;FINCA AZEBUCHE;CASA RURAL;CATEGORIA �NICA;;LOMO HERN�NDEZ, S/N;0;38600;0;0;0;GRANADILLA DE ABONA;4;10;922258523;;
www.finca-el-rincon.com;FINCA EL RINCON;APARTAMENTO;1 LLAVE;Barrio;CMNO. ANCON;37;38314;28.419346;-16.509114;0;LA OROTAVA;8;30;922333862;922333862;
;FINCA EL QUINTO;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);CASERIO LOS QUINTOS, 37.;0;38410;0;0;0;LOS REALEJOS;14;26;922345002;922341175;info@elquinto.co.uk
;ESCUELA, LA;CASA RURAL;CATEGORIA �NICA;Barrio;C/ BENITEZ DE LUGO, 12 ;0;38580;28.167082;-16.501764;0;ARICO;3;6;922768064;;
www.fincalaquinta.com;FINCA LA QUINTA;CASA RURAL;CATEGORIA �NICA;;CTRA. SAN PEDRO - LAS CRUCES, 4 ;0;38450;0;0;0;GARACHICO;2;5;922133389;922133050;jbrieb@wanadoo.es
;FINCA LOS PERALES;VIVIENDA TURISTICA;SIN DATO;Ciudad;GENERAL DEL NORTE, 1 CTRA. (EL RAMAL) ;0;38300;0;0;0;LA OROTAVA;2;4;922277249;;
;FINCA LOS CIRUELOS;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);CMNO. LA DESEADA, 6 (LOMO ACEVEDO);0;38438;0;0;621;ICOD DE LOS VINOS;4;10;922643631;;
www.parquelospatos.com;FINCA LOS PATOS;CASA RURAL;CATEGORIA �NICA;;C/ PREVENTORIO, 9 ;0;38290;18.026599884033203;-66.85679626464844;0;EL ROSARIO;2;4;922548004;;
;FINCA LAS CA�ITAS;CASA RURAL;CATEGORIA �NICA;Suelo R�stico (Calificaci�n);LAS CA�ITAS;0;38435;0;0;0;TANQUE;2;6;922200818;;
;FINCA PARAISO;CASA RURAL;CATEGORIA �NICA;;CMNO. PARAISO, S/N.;0;38270;0;0;0;LA LAGUNA;2;6;696898536;922544146;
www.lafinquita.com;FINQUITA, LA;PENSI�N;1 ESTRELLA;;SUBIDA DE TAUCHO, LOS MENORES;0;38670;0;0;0;ADEJE;10;20;922710735;922711073;info@lafinquita.com
;FINCA SAROGA;CASA RURAL;CATEGORIA �NICA;;CMNO. LA HIGUERITA, S/N;0;38419;0;0;0;LOS REALEJOS;8;15;922384352;922373428;
www.finca-susanna.com;FINCA SUSANNA;PENSI�N;2 ESTRELLAS;;C/ LAS CABEZADAS, 57   La Esperanza ;0;38290;0;0;0;EL ROSARIO;3;7;922548635;922548359;info@finca-susanna.com
;FLAMINGO;HOTEL;3 ESTRELLAS;;AVDA. ESPA�A, 3 ;0;38670;39.977298736572266;-75.33350372314453;0;ADEJE;107;262;922712036;922712324;
www.floridatenerife.com;FLORIDA;APARTAMENTO;2 LLAVES;;CALAFATE,  10  (POLIG. SAN FELIPE) ;0;38000;0;0;0;PUERTO DE LA CRUZ;48;96;922370068;922387051;puerto@floridatenerife.com
;FLORIDA PARK CLUB;APARTAMENTO;2 LLAVES;;URB. SAN EUGENIO ALTO ;0;38000;28.079609;-16.732744;0;ADEJE;31;81;922753125;;
;FLAMINGO SUITES;HOTEL;4 ESTRELLAS;;AVDA. DE ESPA�A, S/N.;0;38670;0;0;0;ADEJE;18;50;922718400;922718401;
;FURNIA DEL BEBEDERO;CASA RURAL;CATEGORIA �NICA;;CMNO. DEL BEBEDERO (BARRIO DE SAN ANTONIO);0;38430;0;0;0;ICOD DE LOS VINOS;0;0;922810114;;
www.aparthotelflorasol.com;FLORASOL;APARTAMENTO;3 LLAVES;;CAMINO DEL COCHE, 7 ;0;38400;28.409114949999996;-16.55083911;0;PUERTO DE LA CRUZ;29;103;922389848;922389574;florasol@infonegocio.com
www.floridatenerife.com;FLORIDA PLAZA;APARTAMENTO;3 LLAVES;;C/. PUERTO VIEJO, 30 ;0;38400;0;0;0;PUERTO DE LA CRUZ;132;276;922371511/371170;922387051;puerto@tenerife.com
;FUENTES, LAS;APARTAMENTO;2 LLAVES;;SUECIA AVDA. PROLONGACION ;0;38000;0;0;0;ARONA;18;54;922752640;;
;FLORITAS, LAS;APARTAMENTO;2 LLAVES;;ARQUITECTO GOMEZ CUESTA, 16 ;0;38670;40.27027893066406;-79.66221618652344;0;ARONA;83;249;922791367;922791019;lasfloritas@telefonica.net
www.hotelgala.com;GALA;HOTEL;4 ESTRELLAS;;ARQUITECTO GOMEZ  CUESTA, 3 ;0;38660;40.27027893066406;-79.66221618652344;0;ARONA;308;636;922794513;922796465;ptrujillo@hotelgala.com
;GA�ANIA DE ACEVEDO;CASA RURAL;CATEGORIA �NICA;;FINCA ACEVEDO, S/N.;0;38430;0;0;0;ICOD DE LOS VINOS;1;3;922300605;;
www.casalaganania.com;GA�ANIA, LA;CASA RURAL;CATEGORIA �NICA;;C/ LOS AFLIJIDOS, 4 ;0;38419;28.38777;-16.56558;0;LOS REALEJOS;3;6;922286396;922286396;
;GERANIOS, LOS;PENSI�N;2 ESTRELLAS;;EL LOMO, 14 ;0;38400;0;0;0;PUERTO DE LA CRUZ;10;20;922382810;922382810;
;GEMINIS-LAURENT;APARTAMENTO;1 LLAVE;Playa;TEN-BEL URB. ;0;38000;37.78703891;14.60541048;0;ARONA;2;8;;;
www.gemahoteles.com;GEMA PUERTO;HOTEL;3 ESTRELLAS;Ciudad;C/. BLANCO, 13;0;38400;43.150001525878906;-9.116668701171875;0;PUERTO DE LA CRUZ;48;88;922374049;922388376;direccion@gemahoteles.com
;GERMAN;PENSI�N;1 ESTRELLA;;SANTO DOMINGO, 1 ;0;38613;0;0;0;VILAFLOR;10;17;922709028;;
;GOLF PARK I;APARTAMENTO;3 LLAVES;;GOLF DEL SUR URB. ;0;38620;0;0;0;SAN MIGUEL;18;54;922738098;922731161;
